"Tag Code","Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Brood Year YYYY","First Obs Date Max","Last Obs Date Min"
"3DD.003DA071BB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071BC","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071C0","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071C2","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071C3","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071C7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071C9","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071CB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071D6","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071D7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071E5","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071F2","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA071F8","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07200","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07209","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0720F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07210","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07213","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07214","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0721D","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07224","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07236","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07237","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07238","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07239","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0723A","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07247","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0724A","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0724C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0724F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07259","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0725C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0725E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0726E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07271","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0727F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07280","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07287","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0728C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0728E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07290","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07299","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0729C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072A0","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072A4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072A5","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072AC","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072BA","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072BF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072C4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072CB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072CE","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072D5","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072E2","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072EF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072F1","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072F2","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA072FD","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07305","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0731E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07322","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07325","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0732D","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0732F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07332","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07334","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07338","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07342","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07347","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07349","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07356","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07358","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0735B","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07367","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0736B","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0736D","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07370","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07380","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07381","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07382","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07384","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07387","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0738E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07392","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07395","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07399","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073A1","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073AB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073BE","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073C1","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073C7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073CA","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073D3","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073DF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073E6","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073EF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073F3","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073F7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA073F8","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07402","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07413","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0741E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07421","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0743A","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07442","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07445","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07449","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0744E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07453","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0745D","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0746F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07474","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07480","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07499","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0749C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0749E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074A4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074A7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074A8","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074AF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074BC","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074C0","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074C4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074C7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074CA","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074CB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074E3","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074F6","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074FA","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074FB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA074FF","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07503","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07508","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07509","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0751B","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07526","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0752E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07538","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07539","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0753C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07544","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07548","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0754E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07555","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07557","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07565","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0756E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0757F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07580","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0758E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07591","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07598","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0759C","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075B2","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075B4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075BB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075BC","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075CB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075D3","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075D7","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075D8","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075D9","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075DB","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075E1","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075E4","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA075EA","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07602","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07604","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07610","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07615","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07617","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0761E","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07621","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07623","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07631","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07633","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07637","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA07645","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
"3DD.003DA0764F","ICL - Lower Icicle Instream Array","4/13/2022","1","Chinook","1","Spring","H","Hatchery Reared","2020","04/13/2022","04/13/2022"
